tag,cve,severity,feed,feed_group,package,package_path,package_type,package_version,fix,url,inherited,description,nvd_cvss_v2_vector,nvd_cvss_v3_vector,vendor_cvss_v2_vector,vendor_cvss_v3_vector,Justification
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2020-27619,Medium,vulnerabilities,rhel:8,python3-libs-3.6.8-31.el8,pkgdb,rpm,3.6.8-31.el8,None,https://access.redhat.com/security/cve/CVE-2020-27619,no_data,"In Python 3 through 3.9.0, the Lib/test/multibytecodec_support.py CJK codec tests call eval() on content retrieved via HTTP.",AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,,Upstream patched on 10/19/2020. Redhat has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2021-23336,Medium,vulnerabilities,rhel:8,python3-libs-3.6.8-31.el8,pkgdb,rpm,3.6.8-31.el8,None,https://access.redhat.com/security/cve/CVE-2021-23336,no_data,"The package python/cpython from 0 and before 3.6.13, from 3.7.0 and before 3.7.10, from 3.8.0 and before 3.8.8, from 3.9.0 and before 3.9.2 are vulnerable to Web Cache Poisoning via urllib.parse.parse_qsl and urllib.parse.parse_qs by using a vector called parameter cloaking. When the attacker can separate query parameters using a semicolon (;), they can cause a difference in the interpretation of the request between the proxy (running with default configuration) and the server. This can result in malicious requests being cached as completely safe ones, as the proxy would usually not see the semicolon as a separator, and therefore would not include it in a cache key of an unkeyed parameter.",AV:N/AC:H/Au:N/C:N/I:P/A:P,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:L/A:H,,,Patched upstream in version 3.6.13 on 2/15/2021. RH has  not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2021-3177,Medium,vulnerabilities,rhel:8,python3-libs-3.6.8-31.el8,pkgdb,rpm,3.6.8-31.el8,None,https://access.redhat.com/security/cve/CVE-2021-3177,no_data,"Python 3.x through 3.9.1 has a buffer overflow in PyCArg_repr in _ctypes/callproc.c, which may lead to remote code execution in certain Python applications that accept floating-point numbers as untrusted input, as demonstrated by a 1e300 argument to c_double.from_param. This occurs because sprintf is used unsafely.",AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,,Patched upstream in version 3.6.13 on 2/15/2021. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2021-3426,Medium,vulnerabilities,rhel:8,python3-libs-3.6.8-31.el8,pkgdb,rpm,3.6.8-31.el8,None,https://access.redhat.com/security/cve/CVE-2021-3426,no_data,none,,,,,No upstream fix is available.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2021-20266,Low,vulnerabilities,rhel:8,rpm-4.14.3-4.el8,pkgdb,rpm,4.14.3-4.el8,None,https://access.redhat.com/security/cve/CVE-2021-20266,no_data,none,,,,,"No upstream fix is available. ""In order to exploit this flaw with rpm tooling as shipped in Red Hat Enterprise Linux, an attacker would need to already have root access to modify the rpm database."
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2021-20271,Low,vulnerabilities,rhel:8,rpm-4.14.3-4.el8,pkgdb,rpm,4.14.3-4.el8,None,https://access.redhat.com/security/cve/CVE-2021-20271,no_data,none,,,,,"No upstream fix is available. ""To exploit this flaw, an attacker must either compromise an RPM repository or convince an administrator to install an untrusted RPM.  It is strongly recommended to only use RPMs from trusted repositories. This flaw does not affect RPM as shipped in Red Hat Enterprise Linux 6 or 7."
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2021-3421,Medium,vulnerabilities,rhel:8,rpm-4.14.3-4.el8,pkgdb,rpm,4.14.3-4.el8,None,https://access.redhat.com/security/cve/CVE-2021-3421,no_data,none,,,,,"No upstream fix is available. ""To exploit this flaw, an attacker must either compromise an RPM repository or convince an administrator to install an untrusted RPM.  It is strongly recommended to only use RPMs from trusted repositories."
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2021-20266,Low,vulnerabilities,rhel:8,rpm-libs-4.14.3-4.el8,pkgdb,rpm,4.14.3-4.el8,None,https://access.redhat.com/security/cve/CVE-2021-20266,no_data,none,,,,,"No upstream fix is available. ""In order to exploit this flaw with rpm tooling as shipped in Red Hat Enterprise Linux, an attacker would need to already have root access to modify the rpm database."
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2021-20271,Low,vulnerabilities,rhel:8,rpm-libs-4.14.3-4.el8,pkgdb,rpm,4.14.3-4.el8,None,https://access.redhat.com/security/cve/CVE-2021-20271,no_data,none,,,,,"No upstream fix is available. ""To exploit this flaw, an attacker must either compromise an RPM repository or convince an administrator to install an untrusted RPM.  It is strongly recommended to only use RPMs from trusted repositories. This flaw does not affect RPM as shipped in Red Hat Enterprise Linux 6 or 7."
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2021-3421,Medium,vulnerabilities,rhel:8,rpm-libs-4.14.3-4.el8,pkgdb,rpm,4.14.3-4.el8,None,https://access.redhat.com/security/cve/CVE-2021-3421,no_data,none,,,,,"No upstream fix is available. ""To exploit this flaw, an attacker must either compromise an RPM repository or convince an administrator to install an untrusted RPM.  It is strongly recommended to only use RPMs from trusted repositories."
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2020-13434,Medium,vulnerabilities,rhel:8,sqlite-libs-3.26.0-11.el8,pkgdb,rpm,3.26.0-11.el8,None,https://access.redhat.com/security/cve/CVE-2020-13434,no_data,SQLite through 3.32.0 has an integer overflow in sqlite3_str_vappendf in printf.c.,AV:L/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,,,Patched 5/23/20 with version 3.32.1
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2020-15358,Medium,vulnerabilities,rhel:8,sqlite-libs-3.26.0-11.el8,pkgdb,rpm,3.26.0-11.el8,None,https://access.redhat.com/security/cve/CVE-2020-15358,no_data,"In SQLite before 3.32.3, select.c mishandles query-flattener optimization, leading to a multiSelectOrderBy heap overflow because of misuse of transitive properties for constant propagation.",AV:L/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,,,"False positive, does not affect sqlite-libs."
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,CVE-2020-13776,Medium,vulnerabilities,rhel:8,systemd-libs-239-41.el8_3.1,pkgdb,rpm,239-41.el8_3.1,None,https://access.redhat.com/security/cve/CVE-2020-13776,no_data,"systemd through v245 mishandles numerical usernames such as ones composed of decimal digits or 0x followed by hex digits, as demonstrated by use of root privileges when privileges of the 0x0 user account were intended. NOTE: this issue exists because of an incomplete fix for CVE-2017-1000082.",AV:L/AC:H/Au:N/C:C/I:C/A:C,CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H,,,"False postive, does not affect systemd-libs."
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8-minimal:190344,VULNDB-229216,Medium,vulndb,vulndb:vulnerabilities,pip-9.0.3,/usr/lib/python3.6/site-packages/pip,python,9.0.3,19.3,"[{'source': 'Vendor Specific News/Changelog Entry', 'url': 'https://pip.pypa.io/en/stable/news/'}, {'source': 'Bug Tracker', 'url': 'https://github.com/pypa/pip/pull/6890'}, {'source': 'Vendor Specific Solution URL', 'url': 'https://github.com/pypa/pip/commit/7783c4713183dee59c3f91a15785db30bae69946'}, {'source': 'Bug Tracker', 'url': 'https://github.com/pypa/pip/issues/4746'}, {'source': 'Bug Tracker', 'url': 'https://github.com/pypa/pip/issues/6124'}, {'source': 'Vendor Specific Solution URL', 'url': 'https://github.com/pypa/pip/pull/5773'}, {'source': 'Vendor Specific Solution URL', 'url': 'https://github.com/pypa/pip/pull/6125'}, {'source': 'Vendor Specific Solution URL', 'url': 'https://github.com/pypa/pip/commit/78371cc95079e3bba43e88bcb67e0b9f8f883a50'}, {'source': 'Vendor Specific Solution URL', 'url': 'https://github.com/pypa/pip/commit/a09913673f267326c1471336c15f9c099a476969'}, {'source': 'Vendor Specific Solution URL', 'url': 'https://github.com/pypa/pip/pull/6862'}]",no_data,pip PyPI (Python Packaging Index) contains a flaw that is triggered as sensitive information in URLs is insecurely logged. This may allow a local attacker to potentially gain access to cleartext  credentials.,,,AV:L/AC:L/Au:N/C:P/I:N/A:N,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,Upstream patched on 1/10/2019. Redhat has not patched.
