image_id,repo_tag,trigger_id,gate,trigger,check_output,gate_action,policy_id,matched_rule_id,whitelist_id,whitelist_name,inherited,Justification
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-3177+platform-python,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - platform-python (CVE-2021-3177 - https://access.redhat.com/security/cve/CVE-2021-3177),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-3426+platform-python,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - platform-python (CVE-2021-3426 - https://access.redhat.com/security/cve/CVE-2021-3426),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-3445+python3-hawkey,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - python3-hawkey (CVE-2021-3445 - https://access.redhat.com/security/cve/CVE-2021-3445),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-3445+python3-libdnf,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - python3-libdnf (CVE-2021-3445 - https://access.redhat.com/security/cve/CVE-2021-3445),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-27619+python3-libs,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - python3-libs (CVE-2020-27619 - https://access.redhat.com/security/cve/CVE-2020-27619),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-23336+python3-libs,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - python3-libs (CVE-2021-23336 - https://access.redhat.com/security/cve/CVE-2021-23336),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-3177+python3-libs,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - python3-libs (CVE-2021-3177 - https://access.redhat.com/security/cve/CVE-2021-3177),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-3426+python3-libs,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - python3-libs (CVE-2021-3426 - https://access.redhat.com/security/cve/CVE-2021-3426),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-24977+python3-libxml2,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - python3-libxml2 (CVE-2020-24977 - https://access.redhat.com/security/cve/CVE-2020-24977),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-20266+python3-rpm,vulnerabilities,package,LOW Vulnerability found in os package type (rpm) - python3-rpm (CVE-2021-20266 - https://access.redhat.com/security/cve/CVE-2021-20266),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-20271+python3-rpm,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - python3-rpm (CVE-2021-20271 - https://access.redhat.com/security/cve/CVE-2021-20271),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-3421+python3-rpm,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - python3-rpm (CVE-2021-3421 - https://access.redhat.com/security/cve/CVE-2021-3421),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-20266+rpm,vulnerabilities,package,LOW Vulnerability found in os package type (rpm) - rpm (CVE-2021-20266 - https://access.redhat.com/security/cve/CVE-2021-20266),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-20271+rpm,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - rpm (CVE-2021-20271 - https://access.redhat.com/security/cve/CVE-2021-20271),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-3421+rpm,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - rpm (CVE-2021-3421 - https://access.redhat.com/security/cve/CVE-2021-3421),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-20266+rpm-build-libs,vulnerabilities,package,LOW Vulnerability found in os package type (rpm) - rpm-build-libs (CVE-2021-20266 - https://access.redhat.com/security/cve/CVE-2021-20266),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-20271+rpm-build-libs,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - rpm-build-libs (CVE-2021-20271 - https://access.redhat.com/security/cve/CVE-2021-20271),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-3421+rpm-build-libs,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - rpm-build-libs (CVE-2021-3421 - https://access.redhat.com/security/cve/CVE-2021-3421),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-20266+rpm-libs,vulnerabilities,package,LOW Vulnerability found in os package type (rpm) - rpm-libs (CVE-2021-20266 - https://access.redhat.com/security/cve/CVE-2021-20266),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-20271+rpm-libs,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - rpm-libs (CVE-2021-20271 - https://access.redhat.com/security/cve/CVE-2021-20271),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-3421+rpm-libs,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - rpm-libs (CVE-2021-3421 - https://access.redhat.com/security/cve/CVE-2021-3421),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-13434+sqlite-libs,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - sqlite-libs (CVE-2020-13434 - https://access.redhat.com/security/cve/CVE-2020-13434),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-15358+sqlite-libs,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - sqlite-libs (CVE-2020-15358 - https://access.redhat.com/security/cve/CVE-2020-15358),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-13776+systemd,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - systemd (CVE-2020-13776 - https://access.redhat.com/security/cve/CVE-2020-13776),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-13776+systemd-libs,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - systemd-libs (CVE-2020-13776 - https://access.redhat.com/security/cve/CVE-2020-13776),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-13776+systemd-pam,vulnerabilities,package,MEDIUM Vulnerability found in os package type (rpm) - systemd-pam (CVE-2020-13776 - https://access.redhat.com/security/cve/CVE-2020-13776),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
2ce00128a42fd3f694314bff53f8dc4faeb5ec11a80424e8d6674cb247a77d3c,registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,VULNDB-115884+urllib3-1.24.2,vulnerabilities,package,MEDIUM Vulnerability found in non-os package type (python) - /usr/lib/python3.6/site-packages/urllib3 (fixed in: 1.24.3)(VULNDB-115884 - http://anchore-anchore-engine-api:8228/v1/query/vulnerabilities?id=VULNDB-115884),stop,DoDSoftwareChecks,,,,no_data,See Anchore CVE Results sheet
